"No.","Time","Source","Destination","Protocol","Length","Info"
"958","2.391295","2a00:86c0:126:126::146","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  13358 [ACK] Seq=826913 Ack=2145 Win=2051 Len=1440 [TCP PDU reassembled in 961]"
"959","2.391459","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","2a00:86c0:126:126::146","TCP","74","13358  >  443 [ACK] Seq=2145 Ack=828353 Win=4095 Len=0"
"960","2.392800","2a00:86c0:126:126::146","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  13358 [ACK] Seq=828353 Ack=2145 Win=2051 Len=1440 [TCP PDU reassembled in 961]"
"961","2.392800","2a00:86c0:126:126::146","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TLSv1.2","1514","Application Data"
"962","2.392800","2a00:86c0:126:126::146","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  13358 [ACK] Seq=831233 Ack=2145 Win=2051 Len=1440 [TCP PDU reassembled in 973]"
"963","2.392800","2a00:86c0:126:126::146","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  13358 [ACK] Seq=832673 Ack=2145 Win=2051 Len=1440 [TCP PDU reassembled in 973]"
"964","2.392800","2a00:86c0:126:126::146","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  13358 [ACK] Seq=834113 Ack=2145 Win=2051 Len=1440 [TCP PDU reassembled in 973]"
"965","2.392800","2a00:86c0:126:126::146","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  13358 [ACK] Seq=835553 Ack=2145 Win=2051 Len=1440 [TCP PDU reassembled in 973]"
"966","2.392800","2a00:86c0:126:126::146","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  13358 [ACK] Seq=836993 Ack=2145 Win=2051 Len=1440 [TCP PDU reassembled in 973]"
"967","2.392800","2a00:86c0:126:126::146","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  13358 [ACK] Seq=838433 Ack=2145 Win=2051 Len=1440 [TCP PDU reassembled in 973]"
"968","2.392800","2a00:86c0:126:126::146","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  13358 [ACK] Seq=839873 Ack=2145 Win=2051 Len=1440 [TCP PDU reassembled in 973]"
"969","2.392800","2a00:86c0:126:126::146","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  13358 [ACK] Seq=841313 Ack=2145 Win=2051 Len=1440 [TCP PDU reassembled in 973]"
"970","2.392800","2a00:86c0:126:126::146","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  13358 [ACK] Seq=842753 Ack=2145 Win=2051 Len=1440 [TCP PDU reassembled in 973]"
"971","2.392800","2a00:86c0:126:126::146","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  13358 [ACK] Seq=844193 Ack=2145 Win=2051 Len=1440 [TCP PDU reassembled in 973]"
"972","2.392800","2a00:86c0:126:126::146","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  13358 [ACK] Seq=845633 Ack=2145 Win=2051 Len=1440 [TCP PDU reassembled in 973]"
"973","2.392800","2a00:86c0:126:126::146","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TLSv1.2","1514","Application Data"
"974","2.392800","2a00:86c0:126:126::146","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  13358 [ACK] Seq=848513 Ack=2145 Win=2051 Len=1440 [TCP PDU reassembled in 985]"
"975","2.392800","2a00:86c0:126:126::146","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  13358 [ACK] Seq=849953 Ack=2145 Win=2051 Len=1440 [TCP PDU reassembled in 985]"
"976","2.392800","2a00:86c0:126:126::146","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  13358 [ACK] Seq=851393 Ack=2145 Win=2051 Len=1440 [TCP PDU reassembled in 985]"
"977","2.392800","2a00:86c0:126:126::146","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  13358 [ACK] Seq=852833 Ack=2145 Win=2051 Len=1440 [TCP PDU reassembled in 985]"
"978","2.392800","2a00:86c0:126:126::146","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  13358 [ACK] Seq=854273 Ack=2145 Win=2051 Len=1440 [TCP PDU reassembled in 985]"
"979","2.392800","2a00:86c0:126:126::146","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  13358 [ACK] Seq=855713 Ack=2145 Win=2051 Len=1440 [TCP PDU reassembled in 985]"
"980","2.392800","2a00:86c0:126:126::146","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  13358 [ACK] Seq=857153 Ack=2145 Win=2051 Len=1440 [TCP PDU reassembled in 985]"
"981","2.392800","2a00:86c0:126:126::146","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  13358 [ACK] Seq=858593 Ack=2145 Win=2051 Len=1440 [TCP PDU reassembled in 985]"
"982","2.392951","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","2a00:86c0:126:126::146","TCP","74","13358  >  443 [ACK] Seq=2145 Ack=860033 Win=4095 Len=0"
"983","2.399869","2a00:86c0:126:126::146","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  13358 [ACK] Seq=860033 Ack=2145 Win=2051 Len=1440 [TCP PDU reassembled in 985]"
"984","2.399869","2a00:86c0:126:126::146","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  13358 [ACK] Seq=861473 Ack=2145 Win=2051 Len=1440 [TCP PDU reassembled in 985]"
"985","2.399869","2a00:86c0:126:126::146","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TLSv1.2","1514","Application Data"
"986","2.399869","2a00:86c0:126:126::146","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  13358 [ACK] Seq=864353 Ack=2145 Win=2051 Len=1440 [TCP PDU reassembled in 997]"
"987","2.399909","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","2a00:86c0:126:126::146","TCP","74","13358  >  443 [ACK] Seq=2145 Ack=865793 Win=4095 Len=0"
"988","2.402242","2a00:86c0:126:126::146","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  13358 [ACK] Seq=865793 Ack=2145 Win=2051 Len=1440 [TCP PDU reassembled in 997]"
"989","2.402242","2a00:86c0:126:126::146","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  13358 [ACK] Seq=867233 Ack=2145 Win=2051 Len=1440 [TCP PDU reassembled in 997]"
"990","2.402242","2a00:86c0:126:126::146","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  13358 [ACK] Seq=868673 Ack=2145 Win=2051 Len=1440 [TCP PDU reassembled in 997]"
"991","2.402242","2a00:86c0:126:126::146","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  13358 [ACK] Seq=870113 Ack=2145 Win=2051 Len=1440 [TCP PDU reassembled in 997]"
"992","2.402242","2a00:86c0:126:126::146","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  13358 [ACK] Seq=871553 Ack=2145 Win=2051 Len=1440 [TCP PDU reassembled in 997]"
"993","2.402242","2a00:86c0:126:126::146","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  13358 [ACK] Seq=872993 Ack=2145 Win=2051 Len=1440 [TCP PDU reassembled in 997]"
"994","2.402242","2a00:86c0:126:126::146","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  13358 [ACK] Seq=874433 Ack=2145 Win=2051 Len=1440 [TCP PDU reassembled in 997]"
"995","2.402242","2a00:86c0:126:126::146","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  13358 [ACK] Seq=875873 Ack=2145 Win=2051 Len=1440 [TCP PDU reassembled in 997]"
"996","2.402242","2a00:86c0:126:126::146","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  13358 [ACK] Seq=877313 Ack=2145 Win=2051 Len=1440 [TCP PDU reassembled in 997]"
"997","2.402242","2a00:86c0:126:126::146","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TLSv1.2","1514","Application Data"
"998","2.402242","2a00:86c0:126:126::146","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  13358 [ACK] Seq=880193 Ack=2145 Win=2051 Len=1440 [TCP PDU reassembled in 1011]"
"999","2.402242","2a00:86c0:126:126::146","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  13358 [ACK] Seq=881633 Ack=2145 Win=2051 Len=1440 [TCP PDU reassembled in 1011]"
"1000","2.402242","2a00:86c0:126:126::146","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  13358 [ACK] Seq=883073 Ack=2145 Win=2051 Len=1440 [TCP PDU reassembled in 1011]"
"1001","2.402242","2a00:86c0:126:126::146","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  13358 [ACK] Seq=884513 Ack=2145 Win=2051 Len=1440 [TCP PDU reassembled in 1011]"
"1002","2.402242","2a00:86c0:126:126::146","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  13358 [ACK] Seq=885953 Ack=2145 Win=2051 Len=1440 [TCP PDU reassembled in 1011]"
"1003","2.402242","2a00:86c0:126:126::146","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  13358 [ACK] Seq=887393 Ack=2145 Win=2051 Len=1440 [TCP PDU reassembled in 1011]"
"1004","2.402242","2a00:86c0:126:126::146","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  13358 [ACK] Seq=888833 Ack=2145 Win=2051 Len=1440 [TCP PDU reassembled in 1011]"
"1005","2.402242","2a00:86c0:126:126::146","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  13358 [ACK] Seq=890273 Ack=2145 Win=2051 Len=1440 [TCP PDU reassembled in 1011]"
"1006","2.402336","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","2a00:86c0:126:126::146","TCP","74","13358  >  443 [ACK] Seq=2145 Ack=891713 Win=4095 Len=0"
"1007","2.410179","2a00:86c0:126:126::146","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  13358 [ACK] Seq=891713 Ack=2145 Win=2051 Len=1440 [TCP PDU reassembled in 1011]"
"1008","2.410179","2a00:86c0:126:126::146","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  13358 [ACK] Seq=893153 Ack=2145 Win=2051 Len=1440 [TCP PDU reassembled in 1011]"
"1009","2.410227","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","2a00:86c0:126:126::146","TCP","74","13358  >  443 [ACK] Seq=2145 Ack=894593 Win=4095 Len=0"
"1010","2.410920","2a00:86c0:126:126::146","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  13358 [ACK] Seq=894593 Ack=2145 Win=2051 Len=1440 [TCP PDU reassembled in 1011]"
"1011","2.410920","2a00:86c0:126:126::146","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TLSv1.2","1514","Application Data"
"1012","2.410920","2a00:86c0:126:126::146","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  13358 [ACK] Seq=897473 Ack=2145 Win=2051 Len=1440 [TCP PDU reassembled in 1016]"
"1013","2.410920","2a00:86c0:126:126::146","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  13358 [ACK] Seq=898913 Ack=2145 Win=2051 Len=1440 [TCP PDU reassembled in 1016]"
"1014","2.410920","2a00:86c0:126:126::146","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  13358 [ACK] Seq=900353 Ack=2145 Win=2051 Len=1440 [TCP PDU reassembled in 1016]"
"1015","2.410920","2a00:86c0:126:126::146","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  13358 [ACK] Seq=901793 Ack=2145 Win=2051 Len=1440 [TCP PDU reassembled in 1016]"
"1016","2.410920","2a00:86c0:126:126::146","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TLSv1.2","701","Application Data"
"1017","2.410987","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","2a00:86c0:126:126::146","TCP","74","13358  >  443 [ACK] Seq=2145 Ack=903860 Win=4095 Len=0"
"1018","3.350442","10.0.0.103","224.0.0.251","MDNS","176","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR _homekit._tcp.local, ""QM"" question PTR _rdlink._tcp.local, ""QM"" question PTR _sleep-proxy._udp.local, ""QM"" question PTR Sakshiâ\200\231s MacBook Air._companion-link._tcp.local"
"1019","3.350442","fe80::1892:23b7:7943:134","ff02::fb","MDNS","196","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR _homekit._tcp.local, ""QM"" question PTR _rdlink._tcp.local, ""QM"" question PTR _sleep-proxy._udp.local, ""QM"" question PTR Sakshiâ\200\231s MacBook Air._companion-link._tcp.local"
"1020","3.525941","2a06:98c1:310b::ac40:9bd1","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TLSv1.2","342","Application Data"
"1021","3.580288","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","2a06:98c1:310b::ac40:9bd1","TCP","74","12335  >  443 [ACK] Seq=1 Ack=269 Win=253 Len=0"
"1022","3.647228","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","2607:f8b0:4006:821::200a","UDP","91","53376  >  443 Len=29"
"1023","3.674719","2607:f8b0:4006:821::200a","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","UDP","91","443  >  53376 Len=29"
"1024","4.474592","10.0.0.14","224.0.0.251","MDNS","87","Standard query 0x0000 PTR 73.247.226.132.in-addr.arpa, ""QM"" question"
"1025","4.476979","fe80::34f3:1686:7a3f:f685","ff02::fb","MDNS","107","Standard query 0x0000 PTR 73.247.226.132.in-addr.arpa, ""QM"" question"
"1026","4.885229","fe80::34f3:1686:7a3f:f685","ff02::fb","MDNS","107","Standard query 0x0000 PTR 73.247.226.132.in-addr.arpa, ""QM"" question"
"1027","5.059181","fe80::82da:c2ff:feca:2462","ff02::1","ICMPv6","198","Router Advertisement from 80:da:c2:ca:24:62"
"1028","5.282401","10.0.0.14","224.0.0.251","MDNS","87","Standard query 0x0000 PTR 73.247.226.132.in-addr.arpa, ""QM"" question"
"1029","5.282401","fe80::34f3:1686:7a3f:f685","ff02::fb","MDNS","107","Standard query 0x0000 PTR 73.247.226.132.in-addr.arpa, ""QM"" question"
"1030","5.435751","2a06:98c1:310b::ac40:9bd1","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TLSv1.2","342","Application Data"
"1031","5.452509","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","2a06:98c1:310b::ac40:9bd1","TLSv1.2","109","Application Data"
"1032","5.452659","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","2a06:98c1:310b::ac40:9bd1","TLSv1.2","109","Application Data"
"1033","5.464650","2a06:98c1:310b::ac40:9bd1","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","74","443  >  12335 [ACK] Seq=537 Ack=36 Win=62 Len=0"
"1034","5.464650","2a06:98c1:310b::ac40:9bd1","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","74","443  >  12335 [ACK] Seq=537 Ack=71 Win=62 Len=0"
"1035","5.499710","10.0.0.14","224.0.0.251","MDNS","87","Standard query 0x0000 PTR 73.247.226.132.in-addr.arpa, ""QM"" question"
"1036","5.499710","fe80::34f3:1686:7a3f:f685","ff02::fb","MDNS","107","Standard query 0x0000 PTR 73.247.226.132.in-addr.arpa, ""QM"" question"
"1037","6.013496","10.0.0.14","224.0.0.251","MDNS","87","Standard query 0x0000 PTR 73.247.226.132.in-addr.arpa, ""QM"" question"
"1038","6.013496","fe80::34f3:1686:7a3f:f685","ff02::fb","MDNS","107","Standard query 0x0000 PTR 73.247.226.132.in-addr.arpa, ""QM"" question"
"1039","6.295399","10.0.0.103","224.0.0.251","MDNS","176","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR _homekit._tcp.local, ""QM"" question PTR _rdlink._tcp.local, ""QM"" question PTR _sleep-proxy._udp.local, ""QM"" question PTR Sakshiâ\200\231s MacBook Air._companion-link._tcp.local"
"1040","6.295399","fe80::1892:23b7:7943:134","ff02::fb","MDNS","196","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR _homekit._tcp.local, ""QM"" question PTR _rdlink._tcp.local, ""QM"" question PTR _sleep-proxy._udp.local, ""QM"" question PTR Sakshiâ\200\231s MacBook Air._companion-link._tcp.local"
"1041","6.311332","10.0.0.14","224.0.0.251","MDNS","87","Standard query 0x0000 PTR 73.247.226.132.in-addr.arpa, ""QM"" question"
"1042","6.317468","fe80::34f3:1686:7a3f:f685","ff02::fb","MDNS","107","Standard query 0x0000 PTR 73.247.226.132.in-addr.arpa, ""QM"" question"
"1043","6.883102","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","2607:f8b0:4006:821::200a","UDP","91","53376  >  443 Len=29"
"1044","6.903373","2607:f8b0:4006:821::200a","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","UDP","91","443  >  53376 Len=29"
"1045","6.916231","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","2a03:5640:f502:81::ef42:1099","TCP","75","55120  >  443 [ACK] Seq=1 Ack=1 Win=65535 Len=1"
"1046","6.959150","2a03:5640:f502:81::ef42:1099","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","74","443  >  55120 [ACK] Seq=1 Ack=2 Win=26223 Len=0"
"1047","6.981746","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","2a03:5640:f502:81::ef42:1099","TCP","75","63424  >  443 [ACK] Seq=1 Ack=1 Win=255 Len=1"
"1048","7.026011","2a03:5640:f502:81::ef42:1099","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","86","443  >  63424 [ACK] Seq=1 Ack=2 Win=1274 Len=0 SLE=1 SRE=2"
"1049","7.596082","2a06:98c1:310b::ac40:9bd1","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TLSv1.2","342","Application Data"
"1050","7.646693","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","2a06:98c1:310b::ac40:9bd1","TCP","74","12335  >  443 [ACK] Seq=71 Ack=805 Win=251 Len=0"
"1051","8.162889","fe80::82da:c2ff:feca:2462","ff02::1","ICMPv6","198","Router Advertisement from 80:da:c2:ca:24:62"
"1052","9.859361","2a06:98c1:310b::ac40:9bd1","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TLSv1.2","342","Application Data"
"1053","9.908140","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","2a06:98c1:310b::ac40:9bd1","TCP","74","12335  >  443 [ACK] Seq=71 Ack=1073 Win=255 Len=0"
"1054","11.132810","fe80::82da:c2ff:feca:2462","ff02::1","ICMPv6","198","Router Advertisement from 80:da:c2:ca:24:62"
"1055","11.610732","2a06:98c1:310b::ac40:9bd1","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TLSv1.2","342","Application Data"
"1056","11.616053","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","2a06:98c1:310b::ac40:9bd1","TLSv1.2","109","Application Data"
"1057","11.616146","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","2a06:98c1:310b::ac40:9bd1","TLSv1.2","109","Application Data"
"1058","11.634220","2a06:98c1:310b::ac40:9bd1","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","74","443  >  12335 [ACK] Seq=1341 Ack=106 Win=62 Len=0"
"1059","11.634220","2a06:98c1:310b::ac40:9bd1","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","74","443  >  12335 [ACK] Seq=1341 Ack=141 Win=62 Len=0"
"1060","12.620622","10.0.0.21","224.0.0.251","MDNS","267","Standard query response 0x0000 PTR JeythaSahana._dosvc._tcp.local SRV 0 0 7680 JeythaSahana.local TXT"
"1061","12.621987","fe80::2ea3:fb42:15c5:33c6","ff02::fb","MDNS","287","Standard query response 0x0000 PTR JeythaSahana._dosvc._tcp.local SRV 0 0 7680 JeythaSahana.local TXT"
"1062","12.623209","10.0.0.21","224.0.0.251","MDNS","90","Standard query 0x0000 ANY JeythaSahana._dosvc._tcp.local, ""QM"" question"
"1063","12.624084","fe80::2ea3:fb42:15c5:33c6","ff02::fb","MDNS","110","Standard query 0x0000 ANY JeythaSahana._dosvc._tcp.local, ""QM"" question"
"1064","12.883941","10.0.0.21","224.0.0.251","MDNS","90","Standard query 0x0000 ANY JeythaSahana._dosvc._tcp.local, ""QM"" question"
"1065","12.885166","fe80::2ea3:fb42:15c5:33c6","ff02::fb","MDNS","110","Standard query 0x0000 ANY JeythaSahana._dosvc._tcp.local, ""QM"" question"
"1066","13.152377","10.0.0.21","224.0.0.251","MDNS","90","Standard query 0x0000 ANY JeythaSahana._dosvc._tcp.local, ""QM"" question"
"1067","13.154539","fe80::2ea3:fb42:15c5:33c6","ff02::fb","MDNS","110","Standard query 0x0000 ANY JeythaSahana._dosvc._tcp.local, ""QM"" question"
"1068","13.274528","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","2a00:86c0:126:126::153","TLSv1.2","1147","Application Data"
"1069","13.295548","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TLSv1.2","621","Application Data"
"1070","13.316110","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","2607:f8b0:4006:821::200a","UDP","91","53376  >  443 Len=29"
"1071","13.334016","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=220162 Ack=2145 Win=2051 Len=1440 [TCP PDU reassembled in 1080]"
"1072","13.334016","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=221602 Ack=2145 Win=2051 Len=1440 [TCP PDU reassembled in 1080]"
"1073","13.334016","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=223042 Ack=2145 Win=2051 Len=1440 [TCP PDU reassembled in 1080]"
"1074","13.334016","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=224482 Ack=2145 Win=2051 Len=1440 [TCP PDU reassembled in 1080]"
"1075","13.334113","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","2a00:86c0:126:126::153","TCP","74","37450  >  443 [ACK] Seq=2145 Ack=225922 Win=2047 Len=0"
"1076","13.341814","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=225922 Ack=2145 Win=2051 Len=1440 [TCP PDU reassembled in 1080]"
"1077","13.341814","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=227362 Ack=2145 Win=2051 Len=1440 [TCP PDU reassembled in 1080]"
"1078","13.341814","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=228802 Ack=2145 Win=2051 Len=1440 [TCP PDU reassembled in 1080]"
"1079","13.341814","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=230242 Ack=2145 Win=2051 Len=1440 [TCP PDU reassembled in 1080]"
"1080","13.341814","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TLSv1.2","1514","Application Data"
"1081","13.341814","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=233122 Ack=2145 Win=2051 Len=1440 [TCP PDU reassembled in 1092]"
"1082","13.341814","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=234562 Ack=2145 Win=2051 Len=1440 [TCP PDU reassembled in 1092]"
"1083","13.341814","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=236002 Ack=2145 Win=2051 Len=1440 [TCP PDU reassembled in 1092]"
"1084","13.341814","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=237442 Ack=2145 Win=2051 Len=1440 [TCP PDU reassembled in 1092]"
"1085","13.341814","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=238882 Ack=2145 Win=2051 Len=1440 [TCP PDU reassembled in 1092]"
"1086","13.341814","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=240322 Ack=2145 Win=2051 Len=1440 [TCP PDU reassembled in 1092]"
"1087","13.341814","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=241762 Ack=2145 Win=2051 Len=1440 [TCP PDU reassembled in 1092]"
"1088","13.341814","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=243202 Ack=2145 Win=2051 Len=1440 [TCP PDU reassembled in 1092]"
"1089","13.341814","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=244642 Ack=2145 Win=2051 Len=1440 [TCP PDU reassembled in 1092]"
"1090","13.341814","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=246082 Ack=2145 Win=2051 Len=1440 [TCP PDU reassembled in 1092]"
"1091","13.341814","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=247522 Ack=2145 Win=2051 Len=1440 [TCP PDU reassembled in 1092]"
"1092","13.341814","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TLSv1.2","1514","Application Data"
"1093","13.341814","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=250402 Ack=2145 Win=2051 Len=1440 [TCP PDU reassembled in 1103]"
"1094","13.341814","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=251842 Ack=2145 Win=2051 Len=1440 [TCP PDU reassembled in 1103]"
"1095","13.341814","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=253282 Ack=2145 Win=2051 Len=1440 [TCP PDU reassembled in 1103]"
"1096","13.341814","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=254722 Ack=2145 Win=2051 Len=1440 [TCP PDU reassembled in 1103]"
