"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","2607:f8b0:4006:821::200a","UDP","91","53376  >  443 Len=29"
"2","0.018037","2607:f8b0:4006:821::200a","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","UDP","91","443  >  53376 Len=29"
"3","0.231334","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","2607:f8b0:4006:821::200a","UDP","91","53376  >  443 Len=29"
"4","0.251228","2607:f8b0:4006:821::200a","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","UDP","91","443  >  53376 Len=29"
"5","0.383668","10.0.0.14","224.0.0.251","MDNS","87","Standard query 0x0000 PTR 133.151.190.20.in-addr.arpa, ""QM"" question"
"6","0.383668","10.0.0.14","224.0.0.251","MDNS","87","Standard query 0x0000 PTR 133.151.190.20.in-addr.arpa, ""QM"" question"
"7","0.383668","fe80::34f3:1686:7a3f:f685","ff02::fb","MDNS","107","Standard query 0x0000 PTR 133.151.190.20.in-addr.arpa, ""QM"" question"
"8","0.383668","fe80::34f3:1686:7a3f:f685","ff02::fb","MDNS","107","Standard query 0x0000 PTR 133.151.190.20.in-addr.arpa, ""QM"" question"
"9","0.470597","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","2607:f8b0:4006:821::200a","UDP","91","53376  >  443 Len=29"
"10","0.525710","2607:f8b0:4006:821::200a","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","UDP","91","443  >  53376 Len=29"
"11","0.733741","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","2607:f8b0:4006:821::200a","UDP","91","53376  >  443 Len=29"
"12","0.750879","2607:f8b0:4006:821::200a","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","UDP","91","443  >  53376 Len=29"
"13","1.067111","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","2607:f8b0:4006:81d::200e","UDP","91","54553  >  443 Len=29"
"14","1.093624","2607:f8b0:4006:81d::200e","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","UDP","91","443  >  54553 Len=29"
"15","1.178948","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","2607:f8b0:4006:821::200a","UDP","91","53376  >  443 Len=29"
"16","1.198797","2607:f8b0:4006:821::200a","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","UDP","91","443  >  53376 Len=29"
"17","2.016427","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","2607:f8b0:4006:821::200a","UDP","91","53376  >  443 Len=29"
"18","2.031797","2607:f8b0:4006:821::200a","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","UDP","91","443  >  53376 Len=29"
"19","2.124684","fe80::82da:c2ff:feca:2462","ff02::1","ICMPv6","198","Router Advertisement from 80:da:c2:ca:24:62"
"20","2.128463","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","2a00:86c0:126:126::153","TLSv1.2","1145","Application Data"
"21","2.154429","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TLSv1.2","621","Application Data"
"22","2.160961","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=548 Ack=1072 Win=2051 Len=1440 [TCP PDU reassembled in 32]"
"23","2.160961","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=1988 Ack=1072 Win=2051 Len=1440 [TCP PDU reassembled in 32]"
"24","2.160961","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=3428 Ack=1072 Win=2051 Len=1440 [TCP PDU reassembled in 32]"
"25","2.160961","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=4868 Ack=1072 Win=2051 Len=1440 [TCP PDU reassembled in 32]"
"26","2.160961","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=6308 Ack=1072 Win=2051 Len=1440 [TCP PDU reassembled in 32]"
"27","2.160961","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=7748 Ack=1072 Win=2051 Len=1440 [TCP PDU reassembled in 32]"
"28","2.160961","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=9188 Ack=1072 Win=2051 Len=1440 [TCP PDU reassembled in 32]"
"29","2.160961","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=10628 Ack=1072 Win=2051 Len=1440 [TCP PDU reassembled in 32]"
"30","2.160961","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=12068 Ack=1072 Win=2051 Len=1440 [TCP PDU reassembled in 32]"
"31","2.160961","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=13508 Ack=1072 Win=2051 Len=1440 [TCP PDU reassembled in 32]"
"32","2.160961","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TLSv1.2","1514","Application Data"
"33","2.160961","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=16388 Ack=1072 Win=2051 Len=1440 [TCP PDU reassembled in 43]"
"34","2.160961","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=17828 Ack=1072 Win=2051 Len=1440 [TCP PDU reassembled in 43]"
"35","2.160961","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=19268 Ack=1072 Win=2051 Len=1440 [TCP PDU reassembled in 43]"
"36","2.160961","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=20708 Ack=1072 Win=2051 Len=1440 [TCP PDU reassembled in 43]"
"37","2.160961","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=22148 Ack=1072 Win=2051 Len=1440 [TCP PDU reassembled in 43]"
"38","2.160961","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=23588 Ack=1072 Win=2051 Len=1440 [TCP PDU reassembled in 43]"
"39","2.160961","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=25028 Ack=1072 Win=2051 Len=1440 [TCP PDU reassembled in 43]"
"40","2.160961","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=26468 Ack=1072 Win=2051 Len=1440 [TCP PDU reassembled in 43]"
"41","2.160961","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=27908 Ack=1072 Win=2051 Len=1440 [TCP PDU reassembled in 43]"
"42","2.160961","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=29348 Ack=1072 Win=2051 Len=1440 [TCP PDU reassembled in 43]"
"43","2.160961","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TLSv1.2","1514","Application Data"
"44","2.160961","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=32228 Ack=1072 Win=2051 Len=1440 [TCP PDU reassembled in 55]"
"45","2.160961","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=33668 Ack=1072 Win=2051 Len=1440 [TCP PDU reassembled in 55]"
"46","2.160961","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=35108 Ack=1072 Win=2051 Len=1440 [TCP PDU reassembled in 55]"
"47","2.160961","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=36548 Ack=1072 Win=2051 Len=1440 [TCP PDU reassembled in 55]"
"48","2.160961","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=37988 Ack=1072 Win=2051 Len=1440 [TCP PDU reassembled in 55]"
"49","2.160961","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=39428 Ack=1072 Win=2051 Len=1440 [TCP PDU reassembled in 55]"
"50","2.160961","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=40868 Ack=1072 Win=2051 Len=1440 [TCP PDU reassembled in 55]"
"51","2.160961","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=42308 Ack=1072 Win=2051 Len=1440 [TCP PDU reassembled in 55]"
"52","2.160961","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=43748 Ack=1072 Win=2051 Len=1440 [TCP PDU reassembled in 55]"
"53","2.160961","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=45188 Ack=1072 Win=2051 Len=1440 [TCP PDU reassembled in 55]"
"54","2.161158","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","2a00:86c0:126:126::153","TCP","74","37450  >  443 [ACK] Seq=1072 Ack=46628 Win=2047 Len=0"
"55","2.161238","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TLSv1.2","1514","Application Data"
"56","2.161238","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=48068 Ack=1072 Win=2051 Len=1440 [TCP PDU reassembled in 68]"
"57","2.161238","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=49508 Ack=1072 Win=2051 Len=1440 [TCP PDU reassembled in 68]"
"58","2.161238","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=50948 Ack=1072 Win=2051 Len=1440 [TCP PDU reassembled in 68]"
"59","2.161255","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","2a00:86c0:126:126::153","TCP","74","37450  >  443 [ACK] Seq=1072 Ack=52388 Win=2047 Len=0"
"60","2.163992","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=52388 Ack=1072 Win=2051 Len=1440 [TCP PDU reassembled in 68]"
"61","2.163992","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=53828 Ack=1072 Win=2051 Len=1440 [TCP PDU reassembled in 68]"
"62","2.163992","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=55268 Ack=1072 Win=2051 Len=1440 [TCP PDU reassembled in 68]"
"63","2.163992","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=56708 Ack=1072 Win=2051 Len=1440 [TCP PDU reassembled in 68]"
"64","2.163992","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=58148 Ack=1072 Win=2051 Len=1440 [TCP PDU reassembled in 68]"
"65","2.163992","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=59588 Ack=1072 Win=2051 Len=1440 [TCP PDU reassembled in 68]"
"66","2.163992","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=61028 Ack=1072 Win=2051 Len=1440 [TCP PDU reassembled in 68]"
"67","2.163992","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=62468 Ack=1072 Win=2051 Len=1440 [TCP PDU reassembled in 68]"
"68","2.163992","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TLSv1.2","1514","Application Data"
"69","2.163992","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=65348 Ack=1072 Win=2051 Len=1440 [TCP PDU reassembled in 79]"
"70","2.163992","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=66788 Ack=1072 Win=2051 Len=1440 [TCP PDU reassembled in 79]"
"71","2.163992","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=68228 Ack=1072 Win=2051 Len=1440 [TCP PDU reassembled in 79]"
"72","2.163992","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=69668 Ack=1072 Win=2051 Len=1440 [TCP PDU reassembled in 79]"
"73","2.163992","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=71108 Ack=1072 Win=2051 Len=1440 [TCP PDU reassembled in 79]"
"74","2.163992","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=72548 Ack=1072 Win=2051 Len=1440 [TCP PDU reassembled in 79]"
"75","2.163992","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=73988 Ack=1072 Win=2051 Len=1440 [TCP PDU reassembled in 79]"
"76","2.163992","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=75428 Ack=1072 Win=2051 Len=1440 [TCP PDU reassembled in 79]"
"77","2.163992","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=76868 Ack=1072 Win=2051 Len=1440 [TCP PDU reassembled in 79]"
"78","2.163992","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=78308 Ack=1072 Win=2051 Len=1440 [TCP PDU reassembled in 79]"
"79","2.163992","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TLSv1.2","1514","Application Data"
"80","2.163992","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=81188 Ack=1072 Win=2051 Len=1440 [TCP PDU reassembled in 90]"
"81","2.163992","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=82628 Ack=1072 Win=2051 Len=1440 [TCP PDU reassembled in 90]"
"82","2.163992","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=84068 Ack=1072 Win=2051 Len=1440 [TCP PDU reassembled in 90]"
"83","2.163992","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=85508 Ack=1072 Win=2051 Len=1440 [TCP PDU reassembled in 90]"
"84","2.163992","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=86948 Ack=1072 Win=2051 Len=1440 [TCP PDU reassembled in 90]"
"85","2.163992","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=88388 Ack=1072 Win=2051 Len=1440 [TCP PDU reassembled in 90]"
"86","2.163992","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=89828 Ack=1072 Win=2051 Len=1440 [TCP PDU reassembled in 90]"
"87","2.163992","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=91268 Ack=1072 Win=2051 Len=1440 [TCP PDU reassembled in 90]"
"88","2.163992","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=92708 Ack=1072 Win=2051 Len=1440 [TCP PDU reassembled in 90]"
"89","2.163992","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=94148 Ack=1072 Win=2051 Len=1440 [TCP PDU reassembled in 90]"
"90","2.163992","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TLSv1.2","1514","Application Data"
"91","2.163992","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=97028 Ack=1072 Win=2051 Len=1440 [TCP PDU reassembled in 103]"
"92","2.164126","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","2a00:86c0:126:126::153","TCP","74","37450  >  443 [ACK] Seq=1072 Ack=98468 Win=2047 Len=0"
"93","2.164180","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=98468 Ack=1072 Win=2051 Len=1440 [TCP PDU reassembled in 103]"
"94","2.164180","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=99908 Ack=1072 Win=2051 Len=1440 [TCP PDU reassembled in 103]"
"95","2.164180","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=101348 Ack=1072 Win=2051 Len=1440 [TCP PDU reassembled in 103]"
"96","2.164180","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=102788 Ack=1072 Win=2051 Len=1440 [TCP PDU reassembled in 103]"
"97","2.164180","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=104228 Ack=1072 Win=2051 Len=1440 [TCP PDU reassembled in 103]"
"98","2.164180","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=105668 Ack=1072 Win=2051 Len=1440 [TCP PDU reassembled in 103]"
"99","2.164180","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=107108 Ack=1072 Win=2051 Len=1440 [TCP PDU reassembled in 103]"
"100","2.164180","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=108548 Ack=1072 Win=2051 Len=1440 [TCP PDU reassembled in 103]"
"101","2.164180","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=109988 Ack=1072 Win=2051 Len=1440 [TCP PDU reassembled in 103]"
"102","2.164180","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=111428 Ack=1072 Win=2051 Len=1440 [TCP PDU reassembled in 103]"
"103","2.164180","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TLSv1.2","1514","Application Data"
"104","2.164180","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=114308 Ack=1072 Win=2051 Len=1440 [TCP PDU reassembled in 115]"
"105","2.164223","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","2a00:86c0:126:126::153","TCP","74","37450  >  443 [ACK] Seq=1072 Ack=115748 Win=2047 Len=0"
"106","2.169298","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=115748 Ack=1072 Win=2051 Len=1440 [TCP PDU reassembled in 115]"
"107","2.169298","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=117188 Ack=1072 Win=2051 Len=1440 [TCP PDU reassembled in 115]"
"108","2.169298","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=118628 Ack=1072 Win=2051 Len=1440 [TCP PDU reassembled in 115]"
"109","2.169298","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=120068 Ack=1072 Win=2051 Len=1440 [TCP PDU reassembled in 115]"
"110","2.169298","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=121508 Ack=1072 Win=2051 Len=1440 [TCP PDU reassembled in 115]"
"111","2.169298","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=122948 Ack=1072 Win=2051 Len=1440 [TCP PDU reassembled in 115]"
"112","2.169298","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=124388 Ack=1072 Win=2051 Len=1440 [TCP PDU reassembled in 115]"
"113","2.169298","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=125828 Ack=1072 Win=2051 Len=1440 [TCP PDU reassembled in 115]"
"114","2.169298","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=127268 Ack=1072 Win=2051 Len=1440 [TCP PDU reassembled in 115]"
"115","2.169298","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TLSv1.2","1514","Application Data"
"116","2.169298","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=130148 Ack=1072 Win=2051 Len=1440 [TCP PDU reassembled in 127]"
"117","2.169298","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=131588 Ack=1072 Win=2051 Len=1440 [TCP PDU reassembled in 127]"
"118","2.169298","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=133028 Ack=1072 Win=2051 Len=1440 [TCP PDU reassembled in 127]"
"119","2.169298","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=134468 Ack=1072 Win=2051 Len=1440 [TCP PDU reassembled in 127]"
"120","2.169298","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=135908 Ack=1072 Win=2051 Len=1440 [TCP PDU reassembled in 127]"
"121","2.169298","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=137348 Ack=1072 Win=2051 Len=1440 [TCP PDU reassembled in 127]"
"122","2.169298","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=138788 Ack=1072 Win=2051 Len=1440 [TCP PDU reassembled in 127]"
"123","2.169298","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=140228 Ack=1072 Win=2051 Len=1440 [TCP PDU reassembled in 127]"
"124","2.169298","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=141668 Ack=1072 Win=2051 Len=1440 [TCP PDU reassembled in 127]"
"125","2.169298","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=143108 Ack=1072 Win=2051 Len=1440 [TCP PDU reassembled in 127]"
"126","2.169298","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=144548 Ack=1072 Win=2051 Len=1440 [TCP PDU reassembled in 127]"
"127","2.169298","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TLSv1.2","1514","Application Data"
"128","2.169298","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=147428 Ack=1072 Win=2051 Len=1440 [TCP PDU reassembled in 139]"
"129","2.169298","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=148868 Ack=1072 Win=2051 Len=1440 [TCP PDU reassembled in 139]"
"130","2.169298","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=150308 Ack=1072 Win=2051 Len=1440 [TCP PDU reassembled in 139]"
"131","2.169298","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=151748 Ack=1072 Win=2051 Len=1440 [TCP PDU reassembled in 139]"
"132","2.169298","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=153188 Ack=1072 Win=2051 Len=1440 [TCP PDU reassembled in 139]"
"133","2.169298","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=154628 Ack=1072 Win=2051 Len=1440 [TCP PDU reassembled in 139]"
"134","2.169298","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=156068 Ack=1072 Win=2051 Len=1440 [TCP PDU reassembled in 139]"
"135","2.169298","2a00:86c0:126:126::153","2601:86:300:8ac0:74ac:ebc1:e4fc:477e","TCP","1514","443  >  37450 [ACK] Seq=157508 Ack=1072 Win=2051 Len=1440 [TCP PDU reassembled in 139]"
