pid,name,cpu_percent,memory_percent
4452,MemCompression,0.0,3.6960056815929314
21532,Br-uxendm.exe,0.0,3.6895680624257507
9488,Br-uxendm.exe,0.0,3.1230454521372715
4964,chrome.exe,0.0,2.136950103359552
20808,chrome.exe,5.9,1.4909938192794208
